1	1	315000	3.224554827
1	315001	830000	1.938176559
1	830001	1290000	2.420491453
1	1290001	1540000	2.112717688
1	1540001	1570000	2.633533844
1	1570001	2350000	2.121228445
1	2350001	2490000	2.539245703
1	2490001	3360000	2.178900021
1	3360001	3520000	2.441216083
1	3520001	3580000	2.016984504
1	3580001	3700000	2.26922553
1	3700001	9570000	1.973969912
1	9570001	9600000	2.327369056
1	9600001	10600000	1.913216316
1	10600001	10680000	2.335934789
1	10680001	22010000	1.988388962
1	22010001	22100000	2.255738765
1	22100001	24140000	1.988664631
1	24140001	24240000	1.553153048
1	24240001	31890000	1.968913867
1	31890001	32040000	2.244509185
1	32040001	36320000	1.953146276
1	36320001	36420000	2.125791349
1	36420001	41010000	1.871246996
1	41010001	41080000	2.240001968
1	41080001	95810000	1.894871479
1	95810001	96590000	1.686345328
1	96590001	110950000	1.90237281
1	110950001	110990000	2.768107555
1	110990001	120310000	1.915472084
1	120310001	120430000	2.242021324
1	120430001	120710000	1.984533616
1	120710001	120840000	2.414459058
1	120840001	121180000	1.800877439
1	121180001	141570000	2.204268549
1	141570001	141930000	2.521006783
1	141930001	142590000	2.224529145
1	142590001	143260000	2.497353415
1	143260001	143650000	2.178295986
1	143650001	147785000	2.731891147
1	147785001	147980000	2.32060343
1	147980001	150820000	2.769067074
1	150820001	150860000	2.112132
1	150860001	158390000	2.803637838
1	158390001	158460000	4.425682637
1	158460001	167490000	2.777525198
1	167490001	167520000	2.064081591
1	167520001	167590000	2.695401147
1	167590001	167640000	3.057388742
1	167640001	178400000	2.752037254
1	178400001	178440000	3.099638567
1	178440001	195000000	2.740805592
1	195000001	195070000	2.109644634
1	195070001	247249719	2.752991203
2	1	25320000	1.913083707
2	25320001	25460000	2.150392483
2	25460001	26530000	1.888315722
2	26530001	26820000	2.09173487
2	26820001	47060000	1.908977369
2	47060001	47170000	2.205644072
2	47170001	73010000	1.901318202
2	73010001	73050000	2.352997846
2	73050001	87420000	1.898289463
2	87420001	87510000	2.342745113
2	87510001	87785000	1.915604859
2	87785001	88020000	2.16925552
2	88020001	88910000	1.905275996
2	88910001	88940000	1.107418095
2	88940001	89030000	0.115007512
2	89030001	89320000	0.986232704
2	89320001	91120000	1.89605393
2	91120001	91190000	2.457855329
2	91190001	114040000	1.913216316
2	114040001	114120000	2.185858482
2	114120001	127520000	1.897237119
2	127520001	127580000	2.412451603
2	127580001	128080000	1.917065991
2	128080001	128140000	2.354792602
2	128140001	130610000	1.911095668
2	130610001	130670000	2.193903394
2	130670001	132720000	1.900527631
2	132720001	132760000	2.625514203
2	132760001	220050000	1.892508789
2	220050001	220130000	2.311613179
2	220130001	238670000	1.906597091
2	238670001	238740000	2.312254183
2	238740001	240930000	1.975886394
2	240930001	241590000	2.194816003
2	241590001	242951149	2.006387131
3	1	600000	2.752800387
3	600001	640000	2.351204459
3	640001	6190000	2.729241389
3	6190001	6220000	2.27599912
3	6220001	42520000	2.758721844
3	42520001	42560000	3.172235769
3	42560001	42660000	2.761400223
3	42660001	42730000	3.0690667
3	42730001	52070000	2.80830572
3	52070001	52110000	3.26345467
3	52110001	75650000	2.75032098
3	75650001	75680000	2.032140286
3	75680001	75770000	2.844549132
3	75770001	75880000	2.272846102
3	75880001	90420000	2.728106565
3	90420001	95000000	2.432770117
3	95000001	130720000	2.745178575
3	130720001	130830000	3.049557672
3	130830001	164000000	2.743846929
3	164000001	164110000	3.76826389
3	164110001	199501827	2.736439575
4	1	60000	2.190864106
4	60001	600000	1.054968557
4	600001	1040000	1.520346327
4	1040001	1180000	1.15013244
4	1180001	1710000	1.445631653
4	1710001	1780000	1.995845438
4	1780001	1840000	1.356510298
4	1840001	2760000	1.178294363
4	2760001	2810000	1.751875195
4	2810001	2970000	1.150690623
4	2970001	3380000	1.95152237
4	3380001	3850000	2.236123702
4	3850001	30440000	1.909506724
4	30440001	30570000	1.706215648
4	30570001	48850000	1.890149044
4	48850001	49280000	2.249961009
4	49280001	190780000	1.887268908
4	190780001	190920000	2.288813639
4	190920001	191020000	1.83897262
4	191020001	191160000	2.131989008
4	191160001	191273063	1.890280064
5	1	91090000	2.732838112
5	91090001	93080000	2.463825362
5	93080001	98550000	2.742896149
5	98550001	98600000	3.155787363
5	98600001	135130000	2.733406449
5	135130001	135170000	3.310157814
5	135170001	177160000	2.761017439
5	177160001	177190000	2.081754583
5	177190001	180205000	2.748605775
5	180205001	180340000	2.279788517
5	180340001	180857866	2.738336988
6	1	9100000	1.91030103
6	9100001	9280000	2.343232324
6	9280001	26830000	1.884262548
6	26830001	26910000	1.63727879
6	26910001	33640000	1.934686757
6	33640001	34240000	2.140429028
6	34240001	34590000	1.945849324
6	34590001	34650000	2.265767771
6	34650001	57490000	1.927325173
6	57490001	57720000	2.138501175
6	57720001	58070000	1.908315883
6	58070001	58120000	2.189194292
6	58120001	58670000	1.887268908
6	58670001	58700000	2.248090322
6	58700001	63600000	1.879957438
6	63600001	63660000	2.106138045
6	63660001	104010000	1.888315722
6	104010001	104060000	2.118289836
6	104060001	115450000	1.890018034
6	115450001	115615000	15.19895258
6	115615001	157830000	1.860770332
6	157830001	157950000	1.35434942
6	157950001	168190000	1.843950592
6	168190001	168250000	2.148008943
6	168250001	170899992	1.878264188
7	1	6860000	2.764272802
7	6860001	6890000	3.509097419
7	6890001	34860000	2.734733028
7	34860001	34890000	2.324628215
7	34890001	57905000	2.74156561
7	57905001	62110000	2.376272027
7	62110001	62570000	2.714713594
7	62570001	62610000	3.137031466
7	62610001	62685000	2.81532212
7	62685001	62735000	2.267967553
7	62735001	72175000	2.734922592
7	72175001	72330000	2.143249787
7	72330001	141690000	2.733785406
7	141690001	141720000	3.402275575
7	141720001	158630000	2.734733028
7	158630001	158730000	1.659559091
7	158730001	158821424	2.676226088
X	1	2710000	2.726972214
X	2710001	54940000	1.876052238
X	54940001	55020000	2.11169284
X	55020001	58230000	1.82525749
X	58230001	58330000	2.298830348
X	58330001	96000000	1.886614943
X	96000001	118680000	3.606001508
X	118680001	118810000	3.181263779
X	118810001	143030000	3.597014562
X	143030001	143110000	4.693941949
X	143110001	154590000	3.564006579
X	154590001	154913754	2.721496159
8	1	7530000	1.049280209
8	7530001	7990000	0.259085468
8	7990001	8065000	0.711087992
8	8065001	11980000	1.075270771
8	11980001	12060000	0.238771078
8	12060001	12350000	1.048189818
8	12350001	12435000	0.735705356
8	12435001	20130000	1.032255425
8	20130001	20220000	1.215121015
8	20220001	21560000	1.072367945
8	21560001	21650000	1.30323748
8	21650001	21950000	1.110184919
8	21950001	22150000	1.483186482
8	22150001	22460000	1.047971876
8	22460001	22700000	1.359239798
8	22700001	23200000	1.088997015
8	23200001	23260000	1.302515012
8	23260001	27100000	1.029825572
8	27100001	27610000	1.140368426
8	27610001	27780000	1.015225351
8	27780001	27910000	1.181565822
8	27910001	37770000	1.031325687
8	37770001	37830000	1.42335941
8	37830001	39240000	1.063706401
8	39240001	40330000	1.41509607
8	40330001	43510000	1.629015126
8	43510001	43550000	1.923054967
8	43550001	43920000	1.418336645
8	43920001	47130000	1.733394461
8	47130001	47290000	2.203199291
8	47290001	47480000	1.902636553
8	47480001	47580000	1.576909647
8	47580001	129370000	1.88334852
8	129370001	129430000	2.776562748
8	129430001	142350000	1.914012166
8	142350001	146274826	2.153674169
9	1	43560000	2.738716629
9	43560001	43660000	2.006526208
9	43660001	43870000	2.432095703
9	43870001	140273252	2.761783061
10	1	90000	2.252926113
10	90001	18050000	1.885830485
10	18050001	18260000	1.510681996
10	18260001	42110000	1.869302432
10	42110001	42140000	1.473247686
10	42140001	44780000	1.917464676
10	44780001	44810000	2.154868751
10	44810001	46380000	1.895002826
10	46380001	46430000	2.258711484
10	46430001	46790000	2.046984247
10	46790001	46825000	1.727038207
10	46825001	47170000	2.171813169
10	47170001	49320000	1.958704823
10	49320001	49350000	2.353813474
10	49350001	50610000	1.947333526
10	50610001	50640000	2.178446979
10	50640001	51540000	1.868913762
10	51540001	51665000	1.409125395
10	51665001	72090000	1.889363117
10	72090001	72210000	2.150690611
10	72210001	80330000	1.945309895
10	80330001	81185000	2.175127545
10	81185001	81380000	1.146550579
10	81380001	88400000	1.898421047
10	88400001	88460000	2.249805059
10	88460001	127560000	1.918794222
10	127560001	127600000	2.373638118
10	127600001	135374737	1.960742389
11	1	7770000	2.75910431
11	7770001	7800000	2.135686666
11	7800001	30740000	2.71283255
11	30740001	30860000	2.432770117
11	30860001	50270000	2.701760891
11	50270001	50850000	2.371335842
11	50850001	51040000	1.727277642
11	51040001	51200000	2.397947378
11	51200001	51440000	2.669186292
11	51440001	54540000	3.205390221
11	54540001	54790000	2.395123421
11	54790001	55120000	2.643226398
11	55120001	55210000	3.555863638
11	55210001	89120000	2.791034582
11	89120001	89170000	2.280262635
11	89170001	99380000	2.742325839
11	99380001	99580000	1.948953946
11	99580001	134452384	2.787747703
12	1	220000	2.084498017
12	220001	520000	1.898157888
12	520001	550000	2.196033405
12	550001	1770000	1.894346182
12	1770001	1820000	2.225608755
12	1820001	8450000	1.952334154
12	8450001	8480000	1.408441849
12	8480001	10450000	1.887399728
12	10450001	10490000	2.143546925
12	10490001	19390000	1.887792242
12	19390001	19460000	1.017691293
12	19460001	19500000	1.684709682
12	19500001	20080000	1.008492252
12	20080001	34330000	1.884001352
12	34330001	34450000	2.382869594
12	34450001	55770000	1.918395261
12	55770001	55930000	2.231478645
12	55930001	56130000	1.898947474
12	56130001	56310000	2.130216407
12	56310001	103890000	1.892639972
12	103890001	103940000	2.734733028
12	103940001	111960000	1.928795246
12	111960001	112090000	2.149647343
12	112090001	123350000	1.934552659
12	123350001	123610000	2.235968711
12	123610001	131180000	1.914542916
12	131180001	131560000	2.199079865
12	131560001	131690000	2.367886615
12	131690001	132349534	1.92745877
13	1	18010000	2.487678417
13	18010001	22430000	1.789057802
13	22430001	22460000	2.035523673
13	22460001	62500000	1.811895812
13	62500001	62560000	2.118289836
13	62560001	114142980	1.879957438
14	1	23590000	1.920657135
14	23590001	23880000	2.155765122
14	23880001	64250000	1.885961206
14	64250001	64310000	2.214068718
14	64310001	74000000	1.927325173
14	74000001	74170000	2.125644005
14	74170001	90020000	1.910168623
14	90020001	90130000	2.102054391
14	90130001	92460000	1.93254231
14	92460001	92660000	2.177541177
14	92660001	99050000	1.944635819
14	99050001	99130000	2.256364275
14	99130001	100070000	1.990319444
14	100070001	100110000	2.505328877
14	100110001	101040000	2.015586921
14	101040001	101140000	2.23008701
14	101140001	102040000	1.916534542
14	102040001	102100000	2.201520075
14	102100001	102620000	1.928394206
14	102620001	102670000	2.410947106
14	102670001	103050000	1.916401702
14	103050001	103090000	2.41914962
14	103090001	103230000	1.955584669
14	103230001	103280000	2.199689664
14	103280001	103390000	1.832864329
14	103390001	103460000	2.043723466
14	103460001	103610000	1.835152557
14	103610001	105130000	2.197251482
14	105130001	105310000	1.535171677
14	105310001	105370000	0.177574952
14	105370001	105470000	0.698242463
14	105470001	105850000	0.130507082
14	105850001	105880000	0.425933468
14	105880001	106150000	0.139593145
14	106150001	106368585	1.828042992
15	1	18410000	2.914200218
15	18410001	50780000	3.588298727
15	50780001	50810000	4.542227607
15	50810001	61540000	3.596017396
15	61540001	61610000	4.310633779
15	61610001	87390000	3.633600979
15	87390001	87450000	4.320205683
15	87450001	100338915	3.599758194
16	1	510000	2.117409047
16	510001	800000	2.457344285
16	800001	960000	2.097106312
16	960001	1220000	2.464679406
16	1220001	1960000	2.144438587
16	1960001	2230000	2.373967197
16	2230001	4300000	2.008752751
16	4300001	4380000	2.311933659
16	4380001	15115000	1.923321577
16	15115001	15160000	2.421666168
16	15160001	33850000	1.931203238
16	33850001	33880000	2.786395407
16	33880001	35020000	1.88975604
16	35020001	35135000	1.700666197
16	44955000	45020000	1.508589197
16	45020001	47130000	1.878785025
16	47130001	47970000	1.577018954
16	47970001	48510000	2.022163991
16	48510001	48850000	1.795642316
16	48850001	48910000	2.113010593
16	48910001	49330000	1.848301356
16	49330001	50830000	1.53581027
16	50830001	69270000	1.926523788
16	69270001	69350000	2.338526861
16	69350001	69400000	1.991285387
16	69400001	69770000	2.33528722
16	69770001	73810000	1.906861419
16	73810001	73860000	2.294373077
16	73860001	83790000	1.918661226
16	83790001	84200000	2.178900021
16	84200001	84250000	2.428389769
16	84250001	86930000	2.001109343
16	86930001	87020000	2.309371063
16	87020001	87140000	2.504460747
16	87140001	87220000	2.033972255
16	87220001	87790000	2.294850228
16	87790001	88827254	2.047977691
17	1	4150000	1.978901769
17	4150001	4210000	1.726439765
17	4210001	6290000	1.966186264
17	6290001	6410000	2.146223022
17	6410001	17940000	1.938176559
17	17940001	18110000	2.198013123
17	18110001	18790000	1.920390894
17	18790001	18975000	2.242643031
17	18975001	19200000	1.946523821
17	19200001	19260000	2.180864294
17	19260001	19560000	1.892902366
17	19560001	19600000	2.211461307
17	19600001	21070000	1.880087751
17	21070001	21270000	2.196794624
17	21270001	24920000	1.95789039
17	24920001	24970000	2.354139805
17	24970001	35700000	1.948143567
17	35700001	35780000	2.235038991
17	35780001	35830000	1.795766784
17	35830001	37250000	1.964143042
17	37250001	37600000	1.273324386
17	37600001	38070000	1.95192822
17	38070001	38100000	2.396950308
17	38100001	40180000	1.976023357
17	40180001	40220000	2.243575914
17	40220001	53740000	1.941538075
17	53740001	53800000	2.258554927
17	53800001	53920000	1.879957438
17	53920001	53980000	2.11096111
17	53980001	58850000	1.882695914
17	58850001	58980000	2.146371792
17	58980001	60200000	1.938445266
17	60200001	60230000	2.251365045
17	60230001	74590000	1.949089042
17	74590001	74730000	2.311773413
17	74730001	76550000	2.035805876
17	76550001	77130000	2.250896936
17	77130001	77450000	2.070673371
17	77450001	77660000	2.348110008
17	77660001	78774742	2.057082992
18	1	15370000	2.72829567
18	15370001	16780000	2.092459936
18	16780001	43710000	2.748605775
18	43710001	43740000	3.097490806
18	43740001	76117153	2.743466577
19	1	8240000	2.807916433
19	8240001	8270000	2.245598492
19	8270001	24170000	2.753945483
19	24170001	32430000	2.356262056
19	32430001	41070000	1.991561457
19	41070001	41470000	2.306651418
19	41470001	48200000	1.967276852
19	48200001	48435000	3.898448294
19	48435001	48470000	1.075270771
19	48470001	57990000	1.988802479
19	57990001	58020000	1.616529684
19	58020001	63811651	1.960334706
20	1	17540000	1.867748237
20	17540001	17570000	2.37281562
20	17570001	28190000	1.912685934
20	28190001	28770000	2.212381219
20	28770001	29360000	1.702199343
20	29360001	31560000	1.977530574
20	31560001	31610000	1.704797048
20	31610001	33030000	1.867748237
20	33030001	33060000	2.288337743
20	33060001	39200000	1.957211955
20	39200001	39240000	2.198165483
20	39240001	39410000	1.947603502
20	39410001	39440000	2.321246927
20	39440001	60310000	1.94019277
20	60310001	60940000	2.287544803
20	60940001	61330000	2.083053654
20	61330001	61680000	2.352508605
20	61680001	62435964	2.123729469
Y	1	10510000	3.614760342
Y	10510001	10965000	2.641761088
Y	10965001	11860000	3.206945864
Y	11860001	11950000	2.472550522
Y	11950001	12110000	3.452161599
Y	12110001	12245000	2.791034582
Y	12245001	27190000	1.862576911
Y	27190001	27225000	1.575926227
Y	57385000	57772954	2.449691371
22	1	18070000	1.958704823
22	18070001	18140000	2.454110143
22	18140001	18480000	2.136871271
22	18480001	18690000	2.371500216
22	18690001	21370000	1.980411182
22	21370001	21420000	2.799171731
22	21420001	21560000	1.986047324
22	21560001	21630000	2.830388321
22	21630001	28430000	1.970688838
22	28430001	28480000	2.350226824
22	28480001	30330000	1.982471327
22	30330001	30360000	2.249961009
22	30360001	41880000	1.977393507
22	41880001	42030000	2.252613813
22	42030001	44650000	1.99321868
22	44650001	44930000	2.249961009
22	44930001	47260000	1.984120986
22	47260001	47540000	2.168052962
22	47540001	48690000	1.99018149
22	48690001	48800000	2.355282318
22	48800001	48940000	1.944770615
22	48940001	49100000	2.410612901
22	49100001	49691432	2.068378194
21	1	9800000	2.300743257
21	9800001	9880000	1.982333917
21	9880001	9960000	2.330759262
21	9960001	13370000	2.658661306
21	13370001	13460000	4.627394184
21	13460001	46944323	3.576379913
